lang_id,ISO6393,words,completeness,language,macroarea,family,ONE,TWO,PERSON,FISH,DOG,LOUSE,TREE,LEAF,SKIN,BLOOD,BONE,HORN (ANATOMY),EAR,EYE,NOSE,TOOTH,TONGUE,KNEE,BREAST,LIVER,DRINK,SEE,HEAR,DIE,COME,STAR,WATER,STONE,FIRE,PATH,MOUNTAIN,NIGHT,FULL,NEW,NAME,SUN,HAND,I,THOU,WE
JUDEO_ESPAGNOL,lad,40,100,Ladino,Eurasia,Indo-European,uno,dos,persona,peSkado,perro,pioxo,arvole,oxa,kuero,saNgre,gueso,kuerno,orexa,oxo,nariz,dyente,lingua,rodiyas,peCo,igado,bever,ver,oir,murir,venir,estreya,agua,pyedra,fuego,kamino,monta5a,noCe,yeno,muevo,nombre,sol,mano,yo,vos,mozotros
LAO,lao,40,100,Lao,Eurasia,Tai-Kadai,nuN,soN,kon,pa,ma,hau,tonmay,baymay,naN,li3t,kaduk,kawsat,hu,ta,daN,kEw,lin,huakaw,tawnom,tap,kin,hen,faN,tay,ma,daw,nam,hin,fay,taN,pu,kun,tem,may,su,tawen,mu,ku,su,haw
LATIN,lat,40,100,Latin,Eurasia,Indo-European,unus,duo,persona,piskis,kanis,pedikulus,arbor,folu,kutis,saNgis,os,kornu,auris,okulus,nasus,dens,liNgE,genu,pektus,yekur,bibere,widere,audire,mori,wenire,stela,aka,lapis,iNnis,viya,mons,noks,plenus,nowus,nomen,sol,manus,ego,tu,nos
LAK,lbe,39,97.5,Lak,Eurasia,Nakh-Daghestanian,ca,kiwa,insan,Cawaq,kaCi,nac,mur,Capi,burCu,Xutu,tark,qi,wiCi,ya,may,karCi,maz,nik,qazam,tilik,XaCan,Calan,bayan,iwCan,uCan,cuku,Sin,Caru,cu,NA,zuntu,xu,ucusa,cusa,ca,bar,ka,na,ina,zi
KUBA_LEZGI,lez,40,100,Lezgian,Eurasia,Nakh-Daghestanian,sad,qed,insan,Xed,kiC,Sukal,tar,peS,Xam,wi,karab,karC,yab,wil,ner,sas,mez,met,Xur,Culow leq,Xowa,aka,wan atu,reqi,atu,ulduz,yad,qan,cay,CiXir,daX,yif,acay,ciyi,tar,raX,Xil,zum,wun,Cun
LIGURIAN_GENOESE,lij,40,100,Ligurian,Eurasia,Indo-European,uN,dui,omu,peSu,kaN,pigEju,erbu,foya,pele,saNgwe,Esu,kornu,wEja,Eju,nazu,dente,liNgwa,Zenuju,petu,fegatu,bEyve,vede,seNti,mui,ve5i,stela,egwa,pria,fEgu,strada,briku,nEte,piN,nEvu,nume,su,maN,mi,ti,nuiatri
LIMBURGISH,lim,40,100,Limburgan,Eurasia,Indo-European,Ein,tvi,minS,vES,hont,lus,boum,blat,hut,blot,knok,hor3,lac,oux,nas,tant,toN,kne,bros,lEv3r,driNk3,ze,hur3,StErv3,kom3,Star,vat3r,StEin,fur,pat,bErk,nax,fol,niy,nam,zon,hant,ix,du,fer
LINGALA,lin,39,97.5,Kinshasa Lingala,Africa,Atlantic-Congo,oko,bale,to,bisi,ba,sili,te,kasa,poso,kila,kuwa,seke,toi,iso,zolo,ino,lemu,boloNo,tolo,bale,mElE,mono,yoka,kufa,ya,zoto,ai,baNa,moto,balabala,goma,butu,ma,sika,komo,i,boko,na,NA,to
LITHUANIAN,lit,40,100,Lithuanian,Eurasia,Indo-European,vienas,du,asmuo,Zuvis,Suo,utele,medis,lapas,oda,krauyas,kaulas,ragas,ausis,akis,nosis,dantis,lieZuvis,kelis,krutine,kepens,ger,mat,girde,mir,atei,ZvaigZde,vanduo,akmuo,ugnis,takas,kalnas,naktis,pilnas,nauyas,vardas,saule,ranka,aS,yus,mes
NONES_GARDENESE,lld,40,100,Ladin,Eurasia,Indo-European,uN,doy,womo,p3S,Ta5,podl,l3N,pleCa,pel,saNk,os,korn,ur3dla,wedl,nEs,d3nt,l3Nga,Z3nodl,pyet,foSk,bev3r,ud3y,awdi,muri,uni,St3yla,Ega,sas,fwek,StrEda,kr3p,nwet,pl35,nwef,inwem,sur3dl,ma5,ye,tu,n3ws
LOMBARD_BERGAMO,lmo,40,100,Lombard,Eurasia,Indo-European,u,du,om,pEs,ka,pyoC,pyanta,foya,pEl,sank,os,koren,orEja,oC,nas,det,lEngwa,jonoC,stomEk,fidek,bif,Et,sinti,mor,E5,stEla,akwa,preda,fok,strada,monta5a,noC,pye,nof,nom,sul,ma,me,te,noter
LURISTANI_KHORRAMABADI,lrc,35,87.5,Northern Luri,Eurasia,Indo-European,yak,di,NA,moi,sey,SES,dor,balg,pus,xun,7oc3xo,Sox,guS,CaS,damox,dano,zabo,zano,pEso,NA,hard,di,7ESnaft,mord,rasEs,sEtora,73w,NA,taS,dZoda,NA,SE,por,nE,nom,7aft3w,das,ma,ti,NA
LUXEMBOURGISH,ltz,39,97.5,Moselle Franconian,Eurasia,Indo-European,ent,cve,mEnS,feS,hond,laus,bam,blat,haut,blut,SaNk,har,ou3r,NA,nu3s,cant,coN,knei,broSt,liEv3r,dreNk3n,g3zin,heiEr3n,StiErv3n,kom3n,StEr,vas3r,Sten,fai3r,pad,biErg,nu3t,fol,nai,num,zon,hand,Ex,du,mir
LUGANDA,lug,40,100,Ganda,Africa,Atlantic-Congo,mu,biri,nu,e5ana,ba,sekere,ti,dagala,diba,sai,guma,jeme,tu,iso,5ino,i5o,limi,vivi,fuba,buma,5wa,laba,wulira,fa,ja,5e5e,azi,jina,liro,kubo,sozi,ro,jula,ga,i5a,juba,kono,ne,me,fe
LATVIAN,lvs,40,100,Standard Latvian,Eurasia,Indo-European,viens,divi,cilveks,zivs,suns,uc,koks,lapa,ada,asinis,kauls,rags,auss,acs,deguns,zobs,mele,celis,kruc,aknas,cer,rece,cirde,mir,nak,zvaigzne,udens,akmens,uguns,ceLS,kalns,nakc,pilns,yauns,vards,saule,roka,es,tu,mes
MADURESE,mad,35,87.5,Madurese,Papunesia,Austronesian,setoN,duwa7,oreN,yuko7,pate7,koto,NA,daun,kole7,dara,tolaN,NA,kopeN,mata,eloN,gigi,yila,NA,soso,ate,Nemon,Nanela,ediN,mate,dateN,binaN,aeN,bato,apoy,loroN,NA,malem,NA,a5ar,5ama,are,tanaN,seNo7,bana,seNo7
EASTERN_MARSHALLESE,mah,34,85,Marshallese,Papunesia,Austronesian,juon,ruo,armEj,Ek,kidu,kij,NA,bolok,kil,da,di,NA,jilNi,maj,boti,Ni,lo,NA,itut,aj,idak,lalE,roN,mEj,atok,iju,dan,dEka,kijEk,iaL,NA,boN,NA,kal,at,NA,pa,Na,Eok,koj
MAITHILI,mai,34,85,Maithili,Eurasia,Indo-European,ek,du,s3ks,m3Cli,kukur,buia,per,p3tta,C3mra,NA,har,NA,kan,aik,nak,NA,NA,tehun,st3n,NA,pi3b,dek3b,sun,m3ir,au,NA,pain,paSt3r,3gni,r3sta,p3har,rait,b3r,n3w3,nam,suruy,hat,h3m,to s3b,3pne s3b
MALAYALAM,mal,40,100,Malayalam,Eurasia,Dravidian,onu,rantu,manuSan,matsam,nayu,penu,maram,ila,tolu,raktam,elu,kompu,katu,kanu,muku,palu,naku,muLaNkal,maru,iral,kuti,kanu,keL,mari,varu,nakSatram,veLam,kalu,ti,vaLi,mala,ratri,nira5a,putu,peru,suran,kai,5an,ni,naNaL
MARATHI,mar,38,95,Marathi,Eurasia,Indo-European,ek,don,manus,maCli,k3tra7,j3nu7,vrikS37,pan,C3mdi,rat,hEdi7,sun,kan37,doLE7,nak,dan,jib,gutn37,NA,NA,bi,b3g,ayk,mr3tu7,ye,tare,pani,d3g3d,ag37,marg37,pahad,ratri7,purn37,n3vin,nav,sury37,hat,mi,tula,ap3n
MOKSHA,mdf,40,100,Moksha,Eurasia,Uralic,fka,kafta,loma5,kal,pi5e,si,Sufta,lopa,kiske,ver,pakar,sura,pile,selme,Salxka,pey,kal,el,pota,maksa,simoms,5ayems,marams,kuloms,sams,taSte,ved,kev,tol,yan,panda,ve,paSkse,od,lem,Si,kad,mon,ton,mi5
MEADOW_MARI_2,mhr,40,100,Eastern Mari,Eurasia,Uralic,yik,kokot,yeN,kol,piy,tiy,puSeNge,loStoS,kovoSte,vir,lu,Sur,poloS,SinCo,ner,piy,yolme,pulvuy,Coze,mokS,yioS,uZoS,koloS,koloS,toloS,Sidor,vid,ki,tul,yolgorno,kurok,yid,tiC,u,lim,keCe,kid,moy,toy,me
MINANGKABAU,min,34,85,Minangkabau,Papunesia,Austronesian,Cie7,duo,uraN,ikan,aniaN,kutu,NA,daun,kulik,darah,tulaN,NA,taliNo,mato,iduaN,gigi,lidah,NA,susu,ati,minun,malie7,manaNa,mati,tibo,binaN,aie,batu,api,labuah,NA,malam,NA,baru,namo,NA,taNan,amo,wauN,kito
MACEDONIAN,mkd,40,100,Macedonian,Eurasia,Indo-European,EdEn,dva,CovEk,riba,kuCE,voSka,drvo,list,koZa,krv,koska,rog,uvo,oko,nos,zab,yazik,kolEno,grada,jigEr,piE,glEda,sluSa,umira,doaga,cvezda,voda,kamEn,ogan,pat,planina,nok,poln,nov,imE,soncE,raka,yas,ti,niE
MALTESE,mlt,40,100,Maltese,Eurasia,Afro-Asiatic,wiEXEt,tnEn,pErsuna,Xuta,kElp,amla,sijra,wEr7a,jilda,dEm,Xadma,arn,widna,Xan,imniEXEr,sina,ilsiEn,irkoba,sidEr,fwiEt,Sorp,ra,tisma,tmut,tiji,kEwkba,ilma,Xajra,nar,modiya,muntana,lEl,mimli,jdit,isEm,SEmS,it,yiEnE,inti,aXna
MEITEI,mni,40,100,Manipuri,Eurasia,Sino-Tibetan,ama,ani,mi pum,Na,hui,hik,u,la,un,i,Saru,ci,na,mit,natol,ya,lei,kuku,kom,pirak,tak,u,ta,si,lak,tawanmicak,isiN,nuN,mei,lambi,ciN Zao,ahiN,talba,anouba,miN,nu mit,kut,ei,naN,eikoi
MON,mnw,40,100,Mon,Eurasia,Austroasiatic,may,ba,mnih,ka,kluiw,Cay,Cu,sla,snam,Cim,Zut,draN,katow,mat,muh,Nek,katak,kboaN,tah,gruih,suN,5at,miN,kuit,kluN,saman,dak,tmo7,pamat,traw,duiw,btam,peN,tami,imu,tNay,tay,ay,beh,puiy
MOORE,mos,40,100,Mossi,Africa,Atlantic-Congo,a yemre,a yibu,nEda,kulzeoxo,baxa,karaga,tixa,vado,gaogo,zim,kobre,yille,tubre,nini,5ore,5ende,zelEmde,dundi,5aoxo,saore,5u,5a,wume,ki,wa,adxa,kom,kugri,bugum,sore,taga,yungo,pidi,palxa,yure,wEnde,nugu,em,fo,tod
MAORI,mri,36,90,Maori,Papunesia,Austronesian,tahi,rua,taNata,ika,kuri,kutu,rakau,rau,kiri,toto,poroiwi,NA,tariNa,mata,ihu,niho,arero,NA,NA,ate,inu,kite,roNo,mate,haramai,whetu,wai,kohatu,ahi,huarahi,mauNa,popouri,NA,hou,iNoa,ra,riNariNa,au,koutou,tatau
HILL_MARI,mrj,40,100,Western Mari,Eurasia,Uralic,iktu,kok,e8em,kol,pi,ti,puSENgu,listu,kovoSt3,vur,lu,Sur,puluS,sunzE,ner,pi,yulmu,p3lvuy,cuzu,mokS,yiES,uZoS,koloS,voz3n koloS,toloS,Su8ur,vu8,ki,t3l,yalxorn3,k3r3k,y38,temSu,u,lum,keCu,lopo,m3y,tun,mE
CREEK,mus,39,97.5,Creek,North America,Muskogean,hamkin,hokolin,isti,LaLo,ifa,iCka,ito,NA,haLpi,Cati,ifoni,yapi,hokCo,toLwa,yopo,noti,tolaswa,toLkowa,hokpi,lopi,iskita,hiCita,pohita,ilita,atita,koCaCampa,oywa,Cato,totka,nini,ikanalwi,niLaki,faCkita,moCasi,hoCifka,hasi,inki,ani,Cim,pomi
MIRANDESE,mwl,35,87.5,Mirandese,Eurasia,Indo-European,uNa,dues,umano,peixe,perro,NA,arbores,foLa,NA,sangre,osso,NA,oureiLa,oLo,nariC,diente,Lengua,geolho,peito,NA,buber,ber,ubir,morrer,benir,streiLa,auga,piedra,fogo,camino,munta5a,nuite,txeno,nobo,NA,sole,mano,yu,tu,mos
BURMESE,mya,40,100,Burmese,Eurasia,Sino-Tibetan,taT,hnaT,lu,Na,ke,san,satpaN,saTrak,are,se,arui,kui,na,makTi,hnakauN,sa,hla,du,raN,asa5,suak,mraN,kra,siy,la,kray,riy,kauk,mi,lam,tauN,5a,pra5,sat,ama5,niy,lak,kantau,TaN,kantautui
ERZYA,myv,40,100,Erzya,Eurasia,Uralic,veke,kavto,loma5,kal,kiska,CiCav,Cuvto,lopa,ked,ver,lovaZa,suro,pile,seLme,sudo,pey,keL,kumaZa,meSte,makso,simems,neyems,marams,kuloms,sams,teSte,ved,kev,tol,ki,ine pando,ve,peSkse,od,lem,Cipay,ked,mon,ton,mi5
SARI,mzn,40,100,Mazanderani,Eurasia,Indo-European,yek,do,adem,mayi,sak,espiC,dar,valg,pus,xun,esaxun,Sax,guS,CeS,demaq,dandun,zebun,zanu,sine,jiger,baxord,badiy,beSnus,bamerd,biyamu,setare,u,saN,taS,kuCe,ku,Su,per,nu,es,aftab,das,men,te,ama
NEAPOLITAN_CALABRESE,nap,40,100,Continental Southern Italian,Eurasia,Indo-European,un3,doye,kr3styan3,peS3,kan3,p3ruky3,ab3r3,foy3,pEl3,sang3,wos3,korn3,reky3,woky3,nas3,dEnte,lengw3,d3nuky3,pyetE,fExat3,vEb3r3,v3rE,s3nti,muri,v3ni,stel3,akw3,prEt3,fok3,strat3,munta53,not3,kin3,nwov3,nom3,sol3,man3,iy3,tu,nuy3
NAURUAN,nau,34,85,Nauru,Papunesia,Austronesian,i7en,ro,eName,iu,robar,iwi,NA,ret emin ero,witsin,ra,ro,NA,ijuNe,me,bodin,imwi,eo,NA,barran,a,eren,at,kaiot,ma,tuko,edetaN,bok,pe,oE,dena,NA,bum,NA,etaimeduw,eg,NA,be,a,auwe,adei
NAVAJO,nav,40,100,Navajo,North America,Athabaskan-Eyak-Tlingit,La7i,naki,dine,Lo7,Li,ya7,cin,ata7,akagi,diL,cin,ade7,aja7,ana7,aCih,awo7,aco7,agod,abe7,azid,ada,yiSi,dica7,dazca,yigah,so7,to,ce,ko7,atin,diL,te7,hadezbin,anid,aZi7,Sa,ala7,Si,nihi,nihi
NDEBELE,nbl,29,72.5,South Transvaal Ndebele,Africa,Atlantic-Congo,NA,bili,ntu,NA,ya,NA,ti,blari,sikumba,NA,NA,pondo,NA,hlo,pumulo,zynyo,NA,dolo,bele,NA,selani,bona,vi,fa,dana,NA,banti,tye,lilo,NA,ndaba,busuku,NA,Ta,bizo,langa,sandla,mina,wena,thina
NAHUATL_CHICONTEPEC,nch,30,75,Central Huasteca Nahuatl,North America,Uto-Aztecan,NA,NA,Laka,miC,CiCi7,atim,kaw,Siw,kelaS,es,omi,kakaw,nakas,iSti,yekacoL,LankoS,nenepeL,tlaNka,yoliStipa,eltapaC,NA,NA,NA,miki,NA,siLal,a,NA,Li,o,tepe,NA,NA,yaunkik,NA,tona,ma,na,ta,towante
NDONGA_2,ndo,36,90,Ndonga,Africa,Atlantic-Congo,me,yali,ntu,hi,bwa,na,ti,fo,ipa,minzi,sipa,luniga,kuci,eho,yulu,yego,laka,Nolo,gunji,huli,na,mona,va,sa,ya,yoti,eya,ma5a,lilo,jila,dunu,usiku,dha,ipe,dhina,taNo,NA,NA,NA,NA
NORTHERN_LOW_SAXON,nds,40,100,Eastern Low German,Eurasia,Indo-European,en,tve,minS,fiS,hunt,lus,bom,blat,hut,blot,knok3n,horn,or,ok,nes,ten,tuN,kne,borst3n,lev3r,driNk,ze,her,starv,kam,stern,vat3r,sten,fi3r,pat,bark,nat,ful,ne,nam,zin,hant,ik,du,vi
DOLAKHA_NEWAR,new,36,90,Kathmandu Valley Newari,Eurasia,Sino-Tibetan,ti,nis,mi,Na,khiCa,si,sima,pat,Ceuri,hi,kosa,NA,nasputi,mika,nas,NA,me,NA,NA,sela,ton,kon,tar,sir,yer,nakti,loku,sila,mi,mula,paka,Canas,tikar,nulu,nam,nibar,laha,Ti,Ti,TiTi
NIAS_SOUTHERN,nia,39,97.5,Nias,Papunesia,Austronesian,sara,dua,niha,i7a,asu,utu,eu,bulu,uli,no,t3la,NA,talina,mata,ikhu,if3,lela,bal3tuhi,susu,ate,inu,ila,rono,mate,moroi,ndr3fi,idan3,batu,alit3,lala,hili,boni,f3n3,bohou,t3i,sino,tana,ya7o,ya7ug3,ya7ita
DUTCH,nld,40,100,Dutch,Eurasia,Indo-European,en,tve,pErson,vis,hont,l3is,bom,blat,h3id,blut,ben,horn,or,oX,nes,tant,toN,kni,borst,lev3r,driNk3n,zin,hor3n,stErv3n,kom3n,ster,vat3r,sten,vir,pat,bErx,nat,vol,niu,nam,zon,hant,ik,yEi,vEi
NORWEGIAN_BOKMAAL,nor,40,100,Norwegian,Eurasia,Indo-European,En,tu,mEnesk3,fisk,h3nd,l3s,tre,blod,h3d,blud,bEin,horn,er3,ey3,nes3,ton,t3N3,kne,briN3,lev3r,drik3,se,her3,de,kom3,stErn3,von,stEin,ild,vEi,bErg,not,f3l,ni,navn,sol,hond,yEi,d3,vi
NEPALI,npi,36,90,Nepali,Eurasia,Indo-European,ek,NA,jana,maCa,kukur,jumra,ruk,pat,Cala,ragat,har,sig,kan,anka,nak,dat,jibro,gura,Catu,kalejo,kanu,dek,sunnu,NA,aunu,tara,pani,duga,ago,Corbato,pahar,rat,bareko,naya,nau,gam,hat,ma,NA,NA
NAROM,nrm,35,87.5,Narom,Papunesia,Austronesian,Ce,debe,NA,puta,au,guteu,hayeu,da7on,kulet,sema,tuha,NA,teliNa,mata,siNut,nipan,jilir,NA,tete,atai,misap,laud,pelitap,matai,duCo,patak,fer,bateu,iguen,jalien,NA,lem,NA,berau,5adien,matadiu,taNan,kau,hau,hamai
SOTHO_NORTHERN,nso,32,80,Pedi,Africa,Atlantic-Congo,te,bedi,to,Lapi,pa,NA,Lare,Lakala,NA,adi,NA,naka,coga,iLo,ko,ino,meme,tolo,huba,NA,na,bona,ka,ha,La,ledi,ece,fika,olo,cela,taba,Sego,Lala,NA,ina,tati,aLa,NA,NA,NA
CEWA,nya,36,90,Nyanja,Africa,Atlantic-Congo,moci,biri,nthu,somba,galu,sabwe,tengo,ani,khungu,azi,fupa,phondo,khutu,so,phuno,no,lime,ondo,ganga,bindi,mwa,ona,mva,fa,ca,nyenyeri,aci,ala,moto,jira,phiri,usiku,cala,copano,ina,cuba,NA,NA,NA,NA
GASCON,oci,40,100,Occitan,Eurasia,Indo-European,i,dis,omi,pES,ka,pedui,arbe,wueyo,pEt,saN,os,korno,aureyo,wey,nas,den,leNo,Zuy,pupo,hiCe,beore,beze,auzi,kreba,biene,estero,aigo,pEiro,huek,kami,munta5o,nwoyt,ple,nau,num,sureL,ma,jo,ti,nuzanes
OLONETS_KARELIAN,olo,40,100,Livvi,Eurasia,Uralic,iksi,koksi,ristikonzu,kolo,koiro,tEi,pu,lExti,hibyu,vEri,lu,sorvi,korvu,silmi,nEnE,hommos,kiEli,polvi,nEnni,moksu,yuvvo,nExtE,kulto,kuolto,tullo,tiExti,vEzi,kivi,tuli,troppu,mEgi,iE,tEizi,uzi,nimi,pEivi,kEzi,minE,sinE,miE
ORIYA,ory,39,97.5,Odia,Eurasia,Indo-European,eko,dui,loko,maTo,kukuro,NA,goto,potro,Tomoda,rokto,haro,singo,kano,aki,nako,danto,Tibo,antu,Tati,koliTa,pi,dek,sun,mor,as,tora,pani,potoro,n5i5a,rasta,porboto,rati,pureneno,nua,namo,surTyo,hato,m5u,tu,ame
DIGOR_OSSETIAN,oss,40,100,Iron Ossetian,Eurasia,Indo-European,yew,duwE,adEmag,kEsalgE,kuy,sistE,bElasE,sifE,car,tog,stEg,sika,xos,cEstE,fiy,dEndag,Evzag,wErag,rew,yegEr,niwaz,win,ixos,mEl,cEw,stalu,don,dor,Zing,fEndag,XonX,EXsEvE,icag,nEwEg,nom,Xor,arE,Ez,du,maX
PANGASINAN,pag,33,82.5,Pangasinan,Papunesia,Austronesian,sakey,duara,to,sira,aso,kuto,NA,buloN,balat,dala,pokel,NA,layag,mata,eleN,Nipen,dila,NA,suso,altey,inom,neNneN,deNuel,unpatey,laka,biteuen,danom,bato,po7ol,NA,NA,labi,NA,balo,Naran,NA,lima,siak,sika,sikami
KAPAMPANGAN,pam,34,85,Pampanga,Papunesia,Austronesian,metuN,adwa7,tau,asan,asu,kutu,NA,buluN,balat,daya7,binyas,NA,balugbug,mata,aruN,ipan,dila7,NA,susu,ate,inum,ikit,damdaman,mate,dataN,batwin,danum,batu,api7,dalan,NA,beyi,NA,bayu,lagyu7,NA,gamat,aku,ika,itamu
PUNJABI_MAJHI,pan,40,100,Eastern Panjabi,Eurasia,Indo-European,ikk,do,admi,maTTali,kutta,Tu,daraxt,patta,kall,kun,haddi,siNg,kann,akk,nakks,dand,Tib,goda,Tati,kaleTa,pina,vekna,suna,marna,ana,tara,pani,vatta,agg,sarak,par,rat,pura,nava,na,suraT,hatt,mai,tusi,asi
PAPIAMENTO,pap,40,100,Papiamento,South America,Indo-European,un,dos,persona,piska,kaCo,pieu,palo,blaCi,kuero,saNger,weso,kaCo,horeya,wowo,naniSi,jente,leNga,rudia,peCu,higra,bebe,mira,tende,dou,bin,strea,awa,pieda,kandela,kaminda,sero,noCi,yen,nobo,nomber,solo,man,mi,bo,anos
NORTHERN_PASHTO,pbu,40,100,Northern Pashto,Eurasia,Indo-European,y3o,da,sare,k3b,spe,wr3ga,w3n3,pana,sarm3n,wina,aduke,xk3r,x3g,st3rg3,poz3,xax,jib3,zangun,sina,ena,sk3,k3t3,awred3,mr3,ratl3,store,ub3,kane,our,lar,Gar,Spa,dad,nawe,num,n3r,las,z3,t3,muNg3
NIGERIAN_PIDGIN,pcm,39,97.5,Nigerian Pidgin,Africa,Indo-European,won,tu,pEsin,fiS,dog,krokro,stik,lif,skin,blod,bon,bon,yEr,ay,noz,tit,toN,lEg,brEs,liva,drin,si,hyar,day,kom,star,wota,ston,faya,rod,mawnEn,nayt,ful,5u,nem,son,han,NA,yu,wi
GERMAN_PENNSYLVANIA,pdc,28,70,Pennsylvania German,North America,Indo-European,E,cvE,NA,fiS,hunt,NA,bam,blat,NA,NA,NA,NA,or,NA,NA,ca,cuN,NA,bruSt,NA,drinkE,sEnE,hErE,NA,kumE,Stan,vasa,StE,faia,vEk,barrik,naxt,NA,nai,namE,sun,hant,ix,du,mir
PERSIAN,pes,40,100,Western Farsi,Eurasia,Indo-European,yek,do,ens3n,m3hi,sag,SepeS,deraxt,barg,pust,xun,ostoxun,S3x,guS,CeSm,dam3G,dand3n,zab3n,z3nu,pestun,jegar,xord,did,Senid,mord,3mad,setare,3b,sang,3teS,rah,kuh,Sab,por,t3zeh,esm,xorSid,dast,man,to,m3
PITKERN,pih,22,55.00000000000001,Pitcairn-Norfolk,Papunesia,Indo-European,on,NA,bogo,fiS,do3g,NA,tri3,NA,NA,blod,bon,NA,ear,ey,NA,NA,NA,NA,bobi,NA,driN7,lukon,h7yu,NA,NA,NA,woto,NA,faia,rud,maunen,nait,fulop,NA,NA,NA,hon,NA,yu,o7lon
PALI,pli,40,100,Pali,Eurasia,Indo-European,eka,dvi,pugala,maCa,sunaka,uka,ruka,pata,taCa,rudira,ati,siNga,sota,aki,nasa,danta,jiva,janu,tana,yakana,pivati,pasati,sunati,marati,agacati,tara,jala,sila,agi,pata,pabata,nisa,puna,nava,nama,suriya,hata,ahaN,tumhe,mayaN
MALAGASY_MERINA,plt,40,100,Plateau Malagasy,Africa,Austronesian,irai,rua,uluna,hazananu,alika,hau,hazu,ravina,hudita,ra,taulana,tanuka,sufina,masu,uruna,nifi,lela,luhalika,nunu,ati,isutu,hita,ihainu,mati,avi,kinana,ranum,vatu,afu,lalana,tenumuhita,alina,fenu,vau,anarana,masuanu,tanana,ahu,hianau,isika
PIEMONTESE_1,pms,40,100,Piemontese,Eurasia,Indo-European,un,doe,om,pes,kan,piEC,arbra,fEya,pel,saN,os,corn,oriya,EC,nas,dent,leNga,ginoy,pet,fidig,bEive,vedde,senti,mEire,vni,stEila,eva,pera,fE,stra,monta5a,nEit,pyen,nEv,nom,sol,man,mi,ti,nui
WESTERN_PANJABI_SHAHPUR,pnb,36,90,Western Panjabi,Eurasia,Indo-European,hekk,doE,banda,NA,kutta,NA,Tar,patr,Tamm,lahu,haddi,siNg,kann,akkh,nakk,dandd,Tibb,goda,hikk,hota,pi,takk,sun,mar,a,tara,nir,dil,agg,rah,pahar,rat,NA,NA,na,dEhE,hatt,mai,i,ahse
POLISH,pol,40,100,Polish,Eurasia,Indo-European,yEdEn,dva,osoba,r3ba,piEs,vES,dZEvo,liSC,skura,krEf,koSC,ruk,uxo,oko,nos,zop,yEz3k,kolano,piErS,votroba,piC,vijEC,sw3SEC,umiEraC,pZ3b3C,gviazda,voda,kamiE5,ogiE5,SCEZka,gura,noc,pEwn3,nov3,imiE,swo5cE,rEka,ya,t3,m3
PORTUGUESE,por,40,100,Portuguese,Eurasia,Indo-European,u,doiS,pErzon,paiS3,kau,pioLu,Ervur3,foLa,pEl3,sax3,osu,Sifr3,oraLa,oLu,nariS,det3,ligua,ZuaLu,saiuS,fixa8u,b3b,ver,ov,mur,vir,3Strela,Ega,pEdra,fogu,seda,mota5a,noyt3,Seyu,novu,nom3,sol,mau,eu,tu,noS
BUTANGLU_PAIWAN,pwn,34,85,Paiwan,Papunesia,Austronesian,ita,dusa,NA,Tiqaw,vatu,kuTu,NA,asaw,qaliT,damuq,Tuq3LaL,NA,TaLiNa,maTa,Nudus,aLis,s3ma,NA,tutu,qaTay,t3m3k3L,paTunan,iLanda,maTay,manL3z,vituqan,zaLum,qaTiLay,sapuy,daLan,NA,qaz3m3z3m3t,NA,vaquwan,Nadan,qadaw,aviyaqan,tia73n,tisun,timata
QUECHUA_AYACUCHO,quy,40,100,Ayacucho Quechua,South America,Quechuan,huk,iskay,runa,CaLwa,aLXu,usa,saCa,LaXi,Xara,yawar,tuLu,waXra,rinri,5awi,sinXa,kiru,XaLu,muXu,5u5u,kipCan,upu,Xawa,uyari,wa5u,hamu,XuyLur,yaku,rumi,nina,5an,urXu,tuta,hunta,musuX,suti,inti,maki,5uXa,Xam,nuXanCik
GURBET_ROMANI,rmy,40,100,Vlax Romani,Eurasia,Indo-European,yek,duy,jeno,maCo,juSol,juv,kaS,patrin,koZa,rat,kokalo,Sin,kan,yak,nak,dan,Cib,Can,CuCka,buSe,piyel,diSol,asunel,merel,avel,Ceharin,kaplo,ar,yag,drom,play,yrat,perdino,nevo,alav,kam,va,me,tu,amen
ROMANSH_GRISHUN,roh,40,100,Romansh,Eurasia,Indo-European,en,dus,k3rSTawn,peS,Tawn,pluL,plant3,feL,pel,saNk,os,korn3,ureL3,eL,nas,dEnt,lyewNg3,Z3neye,pET,5irom,bayv3r,v3zayr,udir,murir,v35ir,Stayl3,aw3,krap,fyew,vi3,munto53,noT,playn,nof,num,suleL,mawn,yaw,ti,nus
ROMANIAN_2,ron,40,100,Romanian,Eurasia,Indo-European,unu,doy,om,peSte,kaine,paduke,arbore,foaie,pyele,s3nje,os,korn,ureke,oky,nas,dinte,limb3,jenuNky,s3n,fikat,bea,vedea,auzy,deceda,veny,stea,ap3,pyatr3,fok,cale,colina,noapte,plin,now,nume,soare,m3n3,ew,tu,noy
RUSYN,rue,38,95,Rusyn,Eurasia,Indo-European,yedEn,dva,osoba,r3ba,pEs,uSa,drEvo,NA,skora,krEv,kosc,rox,uxo,oko,nos,zub,yaz3k,koleno,cicka,pEC3nka,pic,v3c3,sluxa,m3r3,NA,xv3zda,voda,kamE5,ogE5,draxa,xora,noc,poln3,nov3,meno,slunko,ruka,ja,t3,m3
